RedChoice,Self,Others,Group,SubjectPair,RT,Trial,Other1,Other2,Other3,Other4,Other1rt,Other2rt,Other3rt,Other4rt,Other1confidence,Other2confidence,Other3confidence,Other4confidence,OptimalChoice,OthersConfidenceRed,OthersConfidenceGreen,Subject,RTscaled
0,0.375,3898.5,0,146,714,45,0,0,0,1,2371,1753,2400,474,1,1,1,0.5,0,0.5,1,246,-0.9296025997740185
1,0.5,3898.5,0,146,948,95,1,1,0,1,616,107,37,82,0.5,0.5,0.5,0.5,1,0.5,0.5,246,0.8660080140776389
0,0.625,3898.5,0,146,700,47,0,0,0,1,1661,1762,2108,158,1,1,1,0.5,0,0.5,1,246,-0.9309829409549201
0,0.375,3898.5,0,146,482,73,0,0,0,0,141,517,676,103,0.5,0.5,0.5,0.5,0,1,0.5,246,-0.9524768250575306
0,0.125,3898.5,0,146,515,43,0,0,0,1,1866,2140,2037,109,1,1,1,0.5,0,0.5,1,246,-0.9492231637025483
1,0.25,3898.5,0,146,4244,65,1,1,1,1,722,482,264,630,0.5,0.5,0.5,0.5,1,0.5,1,246,0.40014558201002126
1,0.875,3898.5,0,146,552,105,1,1,1,1,739,4,368,334,0.5,0.5,0.5,0.5,1,0.5,1,246,0.9219793499692581
1,0.5,3898.5,0,146,1116,67,1,1,1,1,451,445,318,675,0.5,0.5,0.5,0.5,1,0.5,1,246,0.8422625988508914
0,0.5,3898.5,0,146,670,81,1,0,0,0,20,412,683,722,0.5,0.5,0.5,0.5,1,0.5,0.5,246,-0.9339408149139949
1,0.125,3898.5,0,146,3504,57,0,1,1,1,2192,69,130,278,1,0.5,0.5,0.5,1,0.5,1,246,0.5047384824135519
1,0.875,3898.5,0,146,1483,35,1,1,1,1,1853,2195,2383,2470,1,1,1,1,1,1,1,246,0.7903901739210324
1,0.875,3898.5,0,146,947,91,1,0,1,0,137,449,8,59,0.5,0.5,0.5,0.5,0,0.5,0.5,246,0.8661493558349411
0,0.125,3898.5,0,146,586,71,0,0,0,0,83,609,505,331,0.5,0.5,0.5,0.5,0,1,0.5,246,-0.9422228619994045
0,0.75,3898.5,0,147,2211,76,0,0,0,0,1737,2319,1777,2048,1,1,1,1,1,1,1,247,-0.5465805901219782
1,0.625,3898.5,0,147,845,26,1,0,1,1,2039,472,1701,2158,1,0.5,1,1,1,1,0.5,247,0.791050533624791
1,0.75,3898.5,0,147,2166,90,0,0,1,1,2308,2278,1706,2493,1,1,1,1,1,1,1,247,0.46439698914946437
0,0.5,3898.5,0,147,3052,88,0,0,1,1,1673,2425,2240,1668,1,1,1,1,0,1,1,247,-0.37411305339316037
1,0.625,3898.5,0,147,1292,68,1,1,1,1,39,176,556,167,0.5,0.5,0.5,0.5,1,0.5,1,247,0.6805175022996806
0,0.875,3898.5,0,147,2599,14,0,0,1,0,582,183,2445,572,0.5,0.5,1,0.5,1,1,0.5,247,-0.46701173845636423
0,0.125,3898.5,0,147,1034,8,1,0,0,0,2240,797,581,397,1,0.5,0.5,0.5,1,1,0.5,247,-0.787953111798338
1,0.125,3898.5,0,147,1510,64,1,1,1,1,100,35,776,164,0.5,0.5,0.5,0.5,1,0.5,1,247,0.6266110127496267
0,0.5,3898.5,0,147,1879,46,1,0,0,0,111,2001,2197,2146,0.5,1,1,1,0,0.5,1,247,-0.6146652776296685
0,0.625,3898.5,0,147,1766,82,1,0,0,0,1943,1672,2117,2279,1,1,1,1,0,1,1,247,-0.6378386803054787
1,0.25,3898.5,0,147,1664,30,1,1,1,1,2150,1825,2004,1750,1,1,1,1,1,1,1,247,0.5885302815995885
1,0.75,3898.5,0,147,1558,20,1,1,0,0,1846,2271,674,106,1,1,0.5,0.5,1,1,0.5,247,0.6147416939496146
0,0.75,3898.5,0,147,3304,6,0,0,0,0,598,191,418,59,0.5,0.5,0.5,0.5,0,1,0.5,247,-0.32243431468250383
0,0.875,3898.5,0,147,4828,84,0,0,1,0,1803,1854,1860,2452,1,1,1,1,0,1,1,247,-0.009900990099009799
1,0.625,3898.5,0,147,2221,96,1,1,0,1,2283,2181,2190,2146,1,1,1,1,1,1,1,247,0.4507967280244509
1,0.875,3898.5,0,147,332,70,1,1,1,1,31,821,548,252,0.5,0.5,0.5,0.5,1,0.5,1,247,0.917903878299918
1,0.875,3898.5,0,147,444,28,1,0,1,1,2001,269,1722,2473,1,0.5,1,1,0,1,0.5,247,0.8902088010998903
0,0.125,3898.5,0,147,2429,92,1,0,1,1,2035,1847,1892,2144,1,1,1,1,1,1,1,247,-0.5018743796500611
1,0.375,3898.5,0,147,406,66,1,1,1,1,720,457,711,68,0.5,0.5,0.5,0.5,1,0.5,1,247,0.8996053451498995
1,0.375,3898.5,0,147,1069,24,1,0,1,1,2282,765,1712,2332,1,0.5,1,1,1,1,0.5,247,0.7356603792247356
1,0.125,3898.5,0,147,2682,22,1,1,0,1,2109,2256,614,2358,1,1,0.5,1,1,1,0.5,247,0.3368018120493368
0,0.25,3898.5,0,147,1266,72,0,0,0,0,1719,2347,2495,1782,1,1,1,1,0,1,1,247,-0.74037586028694
0,0.125,3898.5,0,147,835,36,0,0,0,0,2125,2146,2249,1888,1,1,1,1,1,1,1,247,-0.8287629094309596
0,0.375,3898.5,0,147,121,10,0,1,0,0,1,2227,354,265,0.5,1,0.5,0.5,1,1,0.5,247,-0.9751860024444864
0,0.5,3898.5,0,147,437,74,0,0,0,0,1930,2155,1909,2189,1,1,1,1,1,1,1,247,-0.9103825046962029
0,0.25,3898.5,0,147,857,44,0,0,1,0,2000,2192,317,2476,1,1,0.5,1,0,0.5,1,247,-0.8242512735117753
0,0.5,3898.5,0,147,687,4,0,0,0,0,562,436,162,297,0.5,0.5,0.5,0.5,0,1,0.5,247,-0.8591139147054722
0,0.125,3898.5,0,147,952,50,0,1,0,1,2472,244,1949,83,1,0.5,1,0.5,0,0.5,1,247,-0.8047692093152977
0,0.375,3898.5,0,147,1809,38,0,0,0,0,2473,2025,2387,1808,1,1,1,1,1,1,1,247,-0.6290204828270731
0,0.375,3898.5,0,147,1193,80,0,0,1,0,2432,2471,1792,2122,1,1,1,1,1,1,1,247,-0.7553462885642334
1,0.625,3898.5,0,147,2958,54,0,0,1,1,2036,1881,492,15,1,1,0.5,0.5,1,0.5,1,247,0.2685532289492687
0,0.875,3898.5,0,147,2211,42,0,0,0,0,1673,2391,1867,1801,1,1,1,1,0,1,1,247,-0.5465805901219782
1,0.25,3898.5,0,147,2764,58,1,1,1,0,275,809,360,1717,0.5,0.5,0.5,1,1,0.5,1,247,0.3165250590993165
1,0.875,3898.5,0,147,1440,56,1,1,0,0,541,737,2426,2064,0.5,0.5,1,1,0,0.5,1,247,0.643920435999644
1,0.75,3898.5,0,147,693,104,1,1,1,1,2387,1719,2043,1871,1,1,1,1,1,1,1,247,0.8286367098248286
0,0.125,3898.5,0,147,936,78,1,0,0,0,2106,1653,1995,2284,1,1,1,1,0,1,1,247,-0.8080503990747044
1,0.375,3898.5,0,147,2736,94,1,1,1,0,2284,1868,1935,2351,1,1,1,1,0,1,1,247,0.3234488283993233
1,0.5,3898.5,0,147,1066,32,1,1,1,1,2126,2490,2125,2079,1,1,1,1,1,1,1,247,0.7364022116497364
0,0.25,3898.5,0,147,1278,86,0,1,0,1,2474,1751,2251,2094,1,1,1,1,1,1,1,247,-0.737914967967385
0,0.5,3898.5,0,147,2699,18,0,1,1,0,198,2139,2206,41,0.5,1,1,0.5,0,1,0.5,247,-0.446504302460072
1,0.5,3898.5,0,147,1901,60,1,1,1,0,127,342,308,2463,0.5,0.5,0.5,1,1,0.5,1,247,0.5299255200245299
0,0.25,3898.5,0,147,806,16,0,1,1,0,456,1827,2235,397,0.5,1,1,0.5,0,1,0.5,247,-0.8347100658698844
1,0.25,3898.5,0,147,2071,100,1,1,1,1,2402,2044,2110,2191,1,1,1,1,0,1,1,247,0.4878883492744879
1,0.75,3898.5,0,147,1245,34,1,1,1,1,1685,1675,2336,1816,1,1,1,1,1,1,1,247,0.6921395436246922
0,0.25,3898.5,0,147,1703,2,0,0,0,0,151,248,361,79,0.5,0.5,0.5,0.5,1,1,0.5,247,-0.6507583649831429
1,0.75,3898.5,0,147,805,62,1,1,0,1,228,719,2312,817,0.5,0.5,1,0.5,1,0.5,1,247,0.8009416326248009
1,0.875,3898.5,0,147,1156,98,1,0,1,1,2458,2103,1742,2189,1,1,1,1,1,1,1,247,0.7141472388997141
0,0.625,3898.5,0,147,658,40,0,0,0,0,1870,2240,1829,2143,1,1,1,1,1,1,1,247,-0.8650610711443969
0,0.375,3898.5,0,147,2007,52,0,1,1,0,2014,506,468,1881,1,0.5,0.5,1,0,0.5,1,247,-0.5884157595544144
0,0.75,3898.5,0,147,1575,48,0,1,0,0,1961,521,1710,2030,1,0.5,1,1,1,0.5,1,247,-0.677007883058397
0,0.625,3898.5,0,147,724,12,1,0,0,0,1832,115,819,644,1,0.5,0.5,0.5,1,1,0.5,247,-0.8515261633868441
1,0.5,3898.5,0,147,1117,102,1,1,1,1,1691,2128,2378,2143,1,1,1,1,1,1,1,247,0.7237910604247237
1,0.875,3898.5,0,147,888,105,1,1,1,1,556,647,226,750,0.5,0.5,0.5,0.5,1,0.5,1,247,0.7804176021997804
1,0.75,3898.5,0,147,691,69,1,1,1,1,735,399,563,485,0.5,0.5,0.5,0.5,1,0.5,1,247,0.829131264774829
1,0.625,3898.5,0,147,661,61,1,1,0,1,273,14,1938,614,0.5,0.5,1,0.5,1,0.5,1,247,0.8365495890248367
1,0.125,3898.5,0,147,1731,57,0,1,1,1,1816,166,307,541,1,0.5,0.5,0.5,1,0.5,1,247,0.5719626907745718
1,0.25,3898.5,0,147,1082,93,1,0,1,1,341,790,298,693,0.5,0.5,0.5,0.5,1,0.5,0.5,247,0.7324457720497324
0,0.625,3898.5,0,147,4334,47,0,1,0,0,1971,797,2367,2290,1,0.5,1,1,1,0.5,1,247,-0.11120772392069356
0,0.25,3898.5,0,147,1194,51,1,0,1,0,440,2118,624,1876,0.5,1,0.5,1,0,0.5,1,247,-0.7551412142042705
1,0.875,3898.5,0,147,800,35,1,1,1,1,2181,1784,1856,2141,1,1,1,1,1,1,1,247,0.8021780199998023
0,0.125,3898.5,0,147,1081,1,0,0,0,0,293,430,106,386,0.5,0.5,0.5,0.5,1,1,0.5,247,-0.7783146168800807
1,0.625,3898.5,0,147,1002,103,1,1,1,1,5,422,277,297,0.5,0.5,0.5,0.5,0,0.5,1,247,0.7522279700497523
1,0.375,3898.5,0,147,1255,31,1,1,1,1,1800,2016,2211,1659,1,1,1,1,0,1,1,247,0.6896667688746896
0,0.625,3898.5,0,147,200,75,0,0,0,0,683,152,721,672,0.5,0.5,0.5,0.5,1,1,0.5,247,-0.9589851280074155
0,0.25,3898.5,0,147,968,79,1,0,0,0,156,381,622,243,0.5,0.5,0.5,0.5,1,0.5,0.5,247,-0.801488019555891
1,0.875,3898.5,0,147,518,63,1,0,1,1,510,1662,749,505,0.5,1,0.5,0.5,1,0.5,1,247,0.8719102679498718
0,0.5,3898.5,0,147,1392,11,0,1,0,0,373,1654,450,588,0.5,1,0.5,0.5,1,1,0.5,247,-0.7145364909316119
1,0.125,3898.5,0,147,2640,29,1,1,1,1,1907,1991,2022,2010,1,1,1,1,1,1,1,247,0.347187465999347
0,0.375,3898.5,0,147,660,45,0,0,1,0,2044,2091,337,2355,1,1,0.5,1,0,0.5,1,247,-0.8646509224244712
1,0.25,3898.5,0,147,1425,65,1,1,1,1,569,241,223,547,0.5,0.5,0.5,0.5,0,0.5,1,247,0.6476295981246476
0,0.125,3898.5,0,147,1430,43,1,0,0,0,250,1805,2238,2200,0.5,1,1,1,1,0.5,1,247,-0.7067436652530208
0,0.75,3898.5,0,147,2358,41,0,0,0,0,2079,2219,1754,1873,1,1,1,1,1,1,1,247,-0.5164346592074286
0,0.875,3898.5,0,147,1570,21,0,1,1,0,670,1939,1833,819,0.5,1,1,0.5,1,1,0.5,247,-0.6780332548582115
1,0.5,3898.5,0,147,2094,53,0,0,1,1,2461,1892,792,277,1,1,0.5,0.5,0,0.5,1,247,0.48220096734948203
0,0.5,3898.5,0,147,1012,39,0,0,0,0,1983,2033,1995,1994,1,1,1,1,1,1,1,247,-0.7924647477175224
0,0.375,3898.5,0,147,870,17,0,0,1,1,197,479,2218,1926,0.5,0.5,1,1,1,1,0.5,247,-0.8215853068322574
0,0.875,3898.5,0,147,522,7,0,0,0,0,574,384,639,730,0.5,0.5,0.5,0.5,0,1,0.5,247,-0.8929511840993545
1,0.5,3898.5,0,147,1295,25,1,1,0,1,2217,1715,256,2477,1,1,0.5,1,0,1,0.5,247,0.6797756698746797
1,0.5,3898.5,0,147,855,67,1,1,1,1,567,203,198,471,0.5,0.5,0.5,0.5,0,0.5,1,247,0.7885777588747884
1,0.75,3898.5,0,147,1073,97,1,1,0,1,231,34,50,14,0.5,0.5,0.5,0.5,1,0.5,0.5,247,0.7346712693247346
1,0.5,3898.5,0,147,638,95,1,1,1,0,51,265,752,118,0.5,0.5,0.5,0.5,1,0.5,0.5,247,0.8422369709498423
0,0.625,3898.5,0,147,2731,19,1,0,0,1,2249,426,29,2066,1,0.5,0.5,1,1,1,0.5,247,-0.43994192294125845
0,0.25,3898.5,0,147,682,9,0,0,1,0,251,677,2371,515,0.5,0.5,1,0.5,1,1,0.5,247,-0.8601392865052868
1,0.875,3898.5,0,147,4004,49,0,0,0,1,1818,1756,1684,716,1,1,1,0.5,0,0.5,1,247,0.00990099009900991
0,0.125,3898.5,0,147,1132,15,0,1,0,1,705,1721,211,2128,0.5,1,0.5,1,1,1,0.5,247,-0.7678558245219717
0,0.75,3898.5,0,147,1556,13,0,0,1,0,347,150,2277,264,0.5,0.5,1,0.5,1,1,0.5,247,-0.6809042958976925
0,0.625,3898.5,0,147,1114,5,0,0,0,0,223,127,371,794,0.5,0.5,0.5,0.5,1,1,0.5,247,-0.7715471630013042
0,0.125,3898.5,0,147,1597,85,1,0,1,0,225,287,321,263,0.5,0.5,0.5,0.5,1,0.5,0.5,247,-0.6724962471392126
1,0.125,3898.5,0,147,1537,99,1,1,1,1,739,258,175,751,0.5,0.5,0.5,0.5,1,0.5,1,247,0.6199345209246199
1,0.375,3898.5,0,147,3613,59,0,1,1,1,2389,444,348,621,1,0.5,0.5,0.5,0,0.5,1,247,0.10658648282410654
1,0.625,3898.5,0,147,1631,33,1,1,1,1,1930,2396,1897,2081,1,1,1,1,1,1,1,247,0.5966904382745968
1,0.875,3898.5,0,147,2369,91,1,1,0,0,190,657,765,159,0.5,0.5,0.5,0.5,0,0.5,0.5,247,0.41419966172441436
0,0.875,3898.5,0,147,2162,77,0,0,0,0,475,487,155,622,0.5,0.5,0.5,0.5,1,1,0.5,247,-0.5566292337601615
0,0.375,3898.5,0,147,1460,87,0,0,1,1,343,347,676,158,0.5,0.5,0.5,0.5,1,0.5,0.5,247,-0.7005914344541331
0,0.25,3898.5,0,147,1189,37,0,0,0,0,2343,2441,1733,2275,1,1,1,1,0,1,1,247,-0.756166586004085
1,0.75,3898.5,0,147,788,27,1,1,0,1,1691,2313,44,2058,1,1,0.5,1,1,1,0.5,247,0.8051453496998051
0,0.5,3898.5,0,147,2424,81,0,1,0,0,449,344,393,269,0.5,0.5,0.5,0.5,1,0.5,0.5,247,-0.5028997514498756
0,0.375,3898.5,0,147,1841,3,0,0,0,0,24,207,181,75,0.5,0.5,0.5,0.5,1,1,0.5,247,-0.6224581033082596
0,0.75,3898.5,0,147,1279,83,0,1,0,0,814,779,431,536,0.5,0.5,0.5,0.5,0,0.5,0.5,247,-0.737709893607422
1,0.375,3898.5,0,147,1637,101,1,1,1,1,160,685,87,602,0.5,0.5,0.5,0.5,0,0.5,1,247,0.5952067734245952
1,0.625,3898.5,0,147,3286,89,0,0,1,1,424,589,583,470,0.5,0.5,0.5,0.5,1,0.5,0.5,247,0.18744621714918752
0,0.375,3898.5,0,147,1465,73,0,0,0,0,303,193,295,126,0.5,0.5,0.5,0.5,1,1,0.5,247,-0.6995660626543184
0,0.125,3898.5,0,147,1947,71,0,0,0,0,662,731,603,380,0.5,0.5,0.5,0.5,1,1,0.5,247,-0.6007202211521898
1,0.25,3898.5,0,147,1544,23,1,0,1,1,2036,467,1819,1908,1,0.5,1,1,1,1,0.5,247,0.6182035785996183
1,0.75,3898.5,0,147,1561,55,0,1,1,0,2445,458,292,1938,1,0.5,0.5,1,0,0.5,1,247,0.613999861524614
0,0.5,3898.5,0,148,22784,46,0,1,0,0,2330,596,1830,2199,1,0.5,1,1,0,0.5,1,248,-0.00990099009900991
1,0.5,3898.5,0,148,4173,60,0,1,1,1,1682,527,574,100,1,0.5,0.5,0.5,1,0.5,1,248,0.7909490402592172
1,0.875,3898.5,0,148,19764,84,0,0,0,1,2378,2280,2071,2138,1,1,1,1,0,1,1,248,0.00990099009900991
1,0.125,3898.5,0,148,9572,64,1,1,1,1,660,672,678,238,0.5,0.5,0.5,0.5,1,0.5,1,248,0.5204802811793019
0,0.5,3898.5,0,148,2080,4,0,0,0,0,409,137,317,185,0.5,0.5,0.5,0.5,1,1,0.5,248,-0.9096117476916231
1,0.375,3898.5,0,148,5159,94,1,1,0,1,1923,1929,2383,1960,1,1,1,1,1,1,1,248,0.7415543011496049
1,0.75,3898.5,0,148,1377,90,0,0,1,1,1732,2288,2189,2176,1,1,1,1,1,1,1,248,0.9310176919331279
0,0.375,3898.5,0,148,1319,38,0,0,0,0,1938,2469,1788,2145,1,1,1,1,1,1,1,248,-0.9426816803871398
1,0.125,3898.5,0,148,3961,92,1,1,1,0,1948,2203,2261,2040,1,1,1,1,1,1,1,248,0.8015694101286268
1,0.875,3898.5,0,148,1503,70,1,1,1,1,26,518,685,105,0.5,0.5,0.5,0.5,1,0.5,1,248,0.9247055853126296
1,0.625,3898.5,0,148,2125,54,1,1,0,0,390,663,1742,1909,0.5,0.5,1,1,1,0.5,1,248,0.8935458208844564
1,0.75,3898.5,0,148,1170,104,1,1,1,1,1881,1815,2130,1852,1,1,1,1,1,1,1,248,0.9413875813810888
0,0.375,3898.5,0,148,1074,10,0,0,0,1,319,218,560,2430,0.5,0.5,0.5,1,1,1,0.5,248,-0.9533283735676938
0,0.25,3898.5,0,148,3465,44,0,0,1,0,2161,2478,229,1748,1,1,0.5,1,0,0.5,1,248,-0.8494253393035933
0,0.375,3898.5,0,148,5902,52,1,0,0,1,196,1982,2235,809,0.5,1,1,0.5,0,0.5,1,248,-0.7435233340749805
0,0.75,3898.5,0,148,2109,20,1,1,0,0,2213,2482,355,814,1,1,0.5,0.5,0,1,0.5,248,-0.9083515268661697
1,0.375,3898.5,0,148,1409,66,1,1,1,1,298,370,579,97,0.5,0.5,0.5,0.5,1,0.5,1,248,0.9294146172358584
0,0.875,3898.5,0,148,4867,42,0,0,0,0,2487,2093,2297,2163,1,1,1,1,0,1,1,248,-0.7885001807765046
1,0.875,3898.5,0,148,1248,28,1,1,1,0,2190,2488,2404,517,1,1,1,0.5,0,1,0.5,248,0.9374800868064948
1,0.625,3898.5,0,148,758,68,1,1,1,1,643,525,307,474,0.5,0.5,0.5,0.5,1,0.5,1,248,0.962027168108432
1,0.875,3898.5,0,148,741,98,1,1,1,0,1904,2413,2151,1793,1,1,1,1,1,1,1,248,0.9628788015413563
1,0.5,3898.5,0,148,3296,102,1,1,1,1,2226,1902,1967,2199,1,1,1,1,1,1,1,248,0.8348833061812555
0,0.25,3898.5,0,148,570,2,0,0,0,0,662,471,381,72,0.5,0.5,0.5,0.5,0,1,0.5,248,-0.975230142396262
1,0.25,3898.5,0,148,1354,58,1,1,0,1,128,323,2490,472,0.5,0.5,1,0.5,0,0.5,1,248,0.9321699018717902
1,0.625,3898.5,0,148,8196,40,0,0,0,0,2014,2029,2480,1815,1,1,1,1,1,1,1,248,0.5894124931618845
1,0.625,3898.5,0,148,848,96,1,1,1,0,2199,2275,1673,2314,1,1,1,1,1,1,1,248,0.957518520522362
0,0.25,3898.5,0,148,1119,86,1,1,0,0,2121,2077,2232,1852,1,1,1,1,0,1,1,248,-0.9513728584937146
0,0.5,3898.5,0,148,2841,18,1,1,0,0,2221,2252,615,403,1,1,0.5,0.5,1,1,0.5,248,-0.8765418149961064
0,0.125,3898.5,0,148,184,8,0,0,0,1,699,3,808,2032,0.5,0.5,0.5,1,1,1,0.5,248,-0.9920041161419513
1,0.625,3898.5,0,148,2986,26,1,1,1,0,2310,2008,1899,807,1,1,1,0.5,1,1,0.5,248,0.8504130923110527
0,0.25,3898.5,0,148,789,30,1,1,1,1,2090,1882,2270,1909,1,1,1,1,1,1,1,248,-0.9657133023695628
0,0.75,3898.5,0,148,2066,48,0,1,0,0,1860,699,2256,2297,1,0.5,1,1,1,0.5,1,248,-0.9102201301590833
1,0.25,3898.5,0,148,3334,100,1,1,1,1,1903,2243,2247,2199,1,1,1,1,1,1,1,248,0.8329796549782482
1,0.75,3898.5,0,148,735,62,1,1,0,1,436,417,2090,416,0.5,0.5,1,0.5,0,0.5,1,248,0.9631793780470943
0,0.25,3898.5,0,148,701,16,0,1,0,1,426,2490,643,1905,0.5,1,0.5,1,1,1,0.5,248,-0.9695374207364557
1,0.5,3898.5,0,148,1607,32,1,1,1,1,2346,2436,1674,1687,1,1,1,1,0,1,1,248,0.9194955925465043
0,0.875,3898.5,0,148,2875,14,1,0,0,0,2419,182,787,304,1,0.5,0.5,0.5,0,1,0.5,248,-0.8750643147179886
0,0.5,3898.5,0,148,2567,88,1,1,0,0,2312,2101,2143,2165,1,1,1,1,0,1,1,248,-0.8884487290021137
1,0.75,3898.5,0,148,1502,34,1,1,1,1,2132,2238,1817,1668,1,1,1,1,1,1,1,248,0.9247556813969193
0,0.375,3898.5,0,148,6041,24,1,1,0,1,2429,1785,180,1695,1,1,0.5,1,0,1,0.5,248,-0.7374829652909112
0,0.625,3898.5,0,148,1689,12,0,1,0,0,807,1812,289,449,0.5,1,0.5,0.5,0,1,0.5,248,-0.9266030008899766
1,0.75,3898.5,0,148,4164,76,0,0,0,0,2153,2087,2460,1848,1,1,1,1,1,1,1,248,0.7913999050178242
0,0.125,3898.5,0,148,467,36,0,0,0,0,2437,2019,1786,1848,1,1,1,1,1,1,1,248,-0.979706099121148
0,0.5,3898.5,0,148,310,74,0,0,0,0,2134,1813,2181,2166,1,1,1,1,1,1,1,248,-0.9865286739348093
0,0.375,3898.5,0,148,199,80,0,1,0,0,2388,2479,2444,2170,1,1,1,1,1,1,1,248,-0.9913522777839582
0,0.125,3898.5,0,148,595,50,0,0,1,1,2484,1798,332,175,1,1,0.5,0.5,1,0.5,1,248,-0.9741437451329402
0,0.125,3898.5,0,148,2146,22,0,1,1,1,241,1761,2223,1991,0.5,1,1,1,0,1,0.5,248,-0.9067436589164535
0,0.75,3898.5,0,148,1322,6,0,0,0,0,701,279,261,349,0.5,0.5,0.5,0.5,1,1,0.5,248,-0.9425513127155413
0,0.25,3898.5,0,148,523,72,0,0,0,0,2193,2298,2268,2404,1,1,1,1,1,1,1,248,-0.9772725692513071
0,0.625,3898.5,0,148,1697,82,0,0,0,1,2321,1715,1820,1874,1,1,1,1,0,1,1,248,-0.9262553537657137
0,0.125,3898.5,0,148,193,78,0,0,1,0,1788,2139,2212,2409,1,1,1,1,0,1,1,248,-0.9916130131271554
1,0.875,3898.5,0,148,669,56,0,1,1,0,1824,142,671,2074,1,0.5,0.5,1,0,0.5,1,248,0.9664857196102123
0,0.375,3898.5,0,148,1912,45,1,0,0,0,176,2153,2056,1841,0.5,1,1,1,0,0.5,1,248,-0.9169123373011459
1,0.25,3898.5,0,148,3337,93,1,1,1,0,551,286,250,85,0.5,0.5,0.5,0.5,1,0.5,0.5,248,0.8328293667253792
1,0.875,3898.5,0,148,528,91,1,0,0,1,242,216,34,682,0.5,0.5,0.5,0.5,0,0.5,0.5,248,0.9735492674950557
0,0.25,3898.5,0,148,2831,23,1,0,1,1,2333,145,2272,2104,1,0.5,1,1,1,1,0.5,248,-0.8769763739014351
1,0.375,3898.5,0,148,743,87,1,0,1,0,100,99,86,232,0.5,0.5,0.5,0.5,1,0.5,0.5,248,0.962778609372777
0,0.875,3898.5,0,148,3772,21,0,1,0,1,605,1741,622,2167,0.5,1,0.5,1,0,1,0.5,248,-0.8360843809100011
1,0.75,3898.5,0,148,793,69,1,1,1,1,267,784,280,816,0.5,0.5,0.5,0.5,1,0.5,1,248,0.9602738051582937
0,0.375,3898.5,0,148,505,73,0,0,0,0,211,461,265,540,0.5,0.5,0.5,0.5,1,1,0.5,248,-0.9780547752808989
0,0.125,3898.5,0,148,1115,43,1,0,0,0,765,1883,2068,1715,0.5,1,1,1,0,0.5,1,248,-0.951546682055846
0,0.25,3898.5,0,148,527,9,1,0,0,0,1706,817,151,488,1,0.5,0.5,0.5,1,1,0.5,248,-0.9770987456891757
1,0.875,3898.5,0,148,986,35,1,1,1,1,2065,2378,1741,2299,1,1,1,1,1,1,1,248,0.9506052608903879
1,0.5,3898.5,0,148,1962,95,1,1,1,0,140,419,739,463,0.5,0.5,0.5,0.5,1,0.5,0.5,248,0.9017114826236723
1,0.625,3898.5,0,148,1700,33,1,1,1,1,1855,1859,2309,2409,1,1,1,1,1,1,1,248,0.914836656707565
0,0.75,3898.5,0,148,1210,41,0,0,0,0,1825,2457,2353,1849,1,1,1,1,1,1,1,248,-0.9474183724552231
1,0.875,3898.5,0,148,2267,49,0,1,0,0,1867,768,1758,2493,1,0.5,1,1,0,0.5,1,248,0.8864321769153236
1,0.625,3898.5,0,148,638,61,0,1,1,1,1736,679,771,340,1,0.5,0.5,0.5,1,0.5,1,248,0.9680386982231921
1,0.375,3898.5,0,148,1425,59,0,1,1,1,1770,527,651,117,1,0.5,0.5,0.5,0,0.5,1,248,0.9286130798872236
1,0.75,3898.5,0,148,579,27,0,1,1,1,64,2360,2210,1855,0.5,1,1,1,1,1,0.5,248,0.9709943671962824
0,0.5,3898.5,0,148,448,81,0,0,1,0,148,782,120,420,0.5,0.5,0.5,0.5,1,0.5,0.5,248,-0.9805317610412727
0,0.375,3898.5,0,148,1219,3,0,0,0,0,628,608,342,678,0.5,0.5,0.5,0.5,1,1,0.5,248,-0.9470272694404271
0,0.25,3898.5,0,148,2560,51,0,0,1,1,2329,1890,608,147,1,1,0.5,0.5,1,0.5,1,248,-0.8887529202358438
1,0.75,3898.5,0,148,436,55,0,0,1,1,2408,1975,317,203,1,1,0.5,0.5,1,0.5,1,248,0.978158107249705
1,0.125,3898.5,0,148,2365,29,1,1,1,1,2187,1925,1760,2290,1,1,1,1,1,1,1,248,0.8815227606549363
1,0.875,3898.5,0,148,2146,105,1,1,1,1,818,264,491,615,0.5,0.5,0.5,0.5,1,0.5,1,248,0.8924938031143732
0,0.5,3898.5,0,148,137,11,0,1,0,0,46,2219,28,741,0.5,1,0.5,0.5,0,1,0.5,248,-0.9940465429969964
1,0.75,3898.5,0,148,1134,83,1,0,0,0,117,584,27,377,0.5,0.5,0.5,0.5,0,0.5,0.5,248,0.9431910404155168
1,0.875,3898.5,0,148,1305,63,0,1,1,1,1714,737,344,694,1,0.5,0.5,0.5,1,0.5,1,248,0.9346246100019839
0,0.875,3898.5,0,148,675,77,0,0,0,0,90,781,432,6,0.5,0.5,0.5,0.5,1,1,0.5,248,-0.9706672738903104
0,0.875,3898.5,0,148,436,7,0,0,0,0,578,557,624,751,0.5,0.5,0.5,0.5,0,1,0.5,248,-0.9810532317276671
0,0.625,3898.5,0,148,1340,5,0,0,0,0,43,10,408,562,0.5,0.5,0.5,0.5,1,1,0.5,248,-0.9417691066859495
0,0.375,3898.5,0,148,270,17,0,0,1,1,443,760,2009,2168,0.5,0.5,1,1,0,1,0.5,248,-0.9882669095561242
