ID,BotStrategyN,Role,player.tom_role,Choice,BotChoice,Payoff,BotPayoff,BotParameters,Trial,BotStrategy
Brussels,0,1,0,1,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.22252421208464634, 'p_op_var0': -0.3724735632570442, 'p_self': 0.6317341695968408}}",29,0
Amsterdam,1,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.1981670225383974, 'p_op_var0': 0.8156413767984086}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([1.06850756]), 'param_mean': array([[-0.26576443,  1.01411361,  1.12178302]]), 'param_var': array([[ 1.52781025, -0.91906192, -1.99986531]]), 'gradient': array([[0.1225085 , 0.05327275, 1.        ]]), 'p_self': 0.9294437187023066}}",29,1
Edinburgh,2,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.234094060606261, 'p_op_var0': -0.02658136623321328}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.4197580268894674, 'p_op_var0': -0.1621507387643017}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.10782032]), 'param_mean': array([[-1.74045233,  0.91491511, -0.03766592]]), 'param_var': array([[ 3.20421848, -0.73634606, -2.02604631]]), 'gradient': array([[ 0.01636575, -0.14547896,  1.        ]])}}}, 'own_states': {'p_k': array([0.4628548, 0.5371452]), 'p_op_mean': array([-1.01184896, -0.07107142]), 'param_mean': array([[-1.35269727,  0.23386305, -0.24235851],        [ 0.00623971,  0.0275339 , -0.17317196]]), 'param_var': array([[ 1.49661182, -0.53204547, -1.51506195],        [ 1.56637641, -0.37262197, -1.4347736 ]]), 'gradient': array([[-9.71079516e-03,  7.69451983e-01,  9.99999997e-01],        [-3.18474070e-04, -1.02095437e-01,  9.99999998e-01]]), 'p_self': 0.7656106688952867}}",29,2
Prague,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,29,-1
Lisbon,1,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.110045960445924, 'p_op_var0': 0.027761382480660686}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.35038619]), 'param_mean': array([[-1.30348014,  1.07966289, -0.65038978]]), 'param_var': array([[ 1.54439422, -0.65477845, -2.01212067]]), 'gradient': array([[ 0.00641715, -0.2999874 ,  1.        ]]), 'p_self': 0.7138477276342609}}",29,1
Barcelona,-1,0,1,0,1,-1,1,Random Bias 0.6 Head,29,-1
Copenhagen,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5349786701463621, 'p_op_var0': 0.08129110642023325}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.17494279]), 'param_mean': array([[-1.18196292,  0.70592916, -0.04525391]]), 'param_var': array([[ 1.52657372, -0.55120675, -2.05876582]]), 'gradient': array([[ 0.02808008, -0.22018569,  1.        ]]), 'p_self': 0.6133379619056586}}",29,1
Stockholm,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.4389521717158925, 'p_op_var0': -0.384005604587396, 'p_self': 0.741868169509441}}",29,0
Vienna,1,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.16346613039937477, 'p_op_var0': 0.7630197571878407}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.35081801]), 'param_mean': array([[-0.25490506,  0.30477396,  0.44124037]]), 'param_var': array([[ 1.45097781, -1.08023185, -2.01723885]]), 'gradient': array([[0.23900822, 0.09041784, 1.        ]]), 'p_self': 0.7081636868046314}}",29,1
Budapest,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.6362970918334457, 'p_op_var0': -0.38751497672748314, 'p_self': 0.1809647194792597}}",29,0
London,0,1,0,0,0,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.22469009152239838, 'p_op_var0': -0.3933849764616225, 'p_self': 0.3667934736783997}}",29,0
Berlin,-2,0,1,0,0,1,-1,WSLS,29,-2
Oxford,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.40359811374647336, 'p_op_var0': 0.5675288968672872}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.318221721793462, 'p_op_var0': -0.5290876643103194}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.08324063]), 'param_mean': array([[-2.68765645,  0.64354077,  0.06758217]]), 'param_var': array([[ 3.34698248, -0.57635398, -2.07830547]]), 'gradient': array([[-0.0103113 ,  0.15081526,  1.        ]])}}}, 'own_states': {'p_k': array([0.40973658, 0.59026342]), 'p_op_mean': array([-0.39323151, -0.32855245]), 'param_mean': array([[ 0.1289463 ,  0.25036095, -0.14952094],        [ 0.00927884, -0.15752263, -0.23354443]]), 'param_var': array([[ 1.53726785, -0.41928386, -1.20614757],        [ 1.59426374, -0.30277373, -1.74469255]]), 'gradient': array([[-1.72036112e-01,  2.43698387e-01,  9.99999998e-01],        [ 1.16704285e-04,  9.50032766e-02,  9.99999998e-01]]), 'p_self': 0.7123358946969792}}",30,2
Hamburg,2,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 2.1759427265258204, 'p_op_var0': 0.6920320605985756}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.2463682450305205, 'p_op_var0': -0.41011516536497045}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.66663665]), 'param_mean': array([[-2.78913001,  0.27784669, -0.10273401]]), 'param_var': array([[ 3.34849932, -0.92567591, -2.08313688]]), 'gradient': array([[ 0.00172809, -0.76933219,  1.        ]])}}}, 'own_states': {'p_k': array([0.10101797, 0.89898203]), 'p_op_mean': array([ 0.31995173, -0.50440648]), 'param_mean': array([[-0.27120858,  0.50443319, -0.50170299],        [ 0.00412458,  0.27215121, -0.96717864]]), 'param_var': array([[ 1.57170395, -0.23782588, -0.89518115],        [ 1.59423766, -0.41548872, -1.85530782]]), 'gradient': array([[-1.14004116e-02, -8.21613632e-01,  9.99999998e-01],        [-1.49608970e-05, -4.62749022e-01,  9.99999998e-01]]), 'p_self': 0.7453665979342098}}",30,2
Paris,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5670609654778982, 'p_op_var0': -0.37006663799744327, 'p_self': 0.20577489325550813}}",30,0
Florence,-1,1,0,1,0,1,-1,Random Bias 0.6 Head,30,-1
Milan,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.02375949592283611, 'p_op_var0': -0.376391144677648, 'p_self': 0.5144539690700409}}",30,0
Dublin,-2,1,0,0,1,1,-1,WSLS,30,-2
Cannes,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5443016687216681, 'p_op_var0': -0.38931703920336086, 'p_self': 0.21401645055269583}}",30,0
Madrid,-1,1,0,1,0,1,-1,Random Bias 0.6 Head,30,-1
Oslo,-1,0,1,0,1,-1,1,Random Bias 0.6 Head,30,-1
Istanbul,2,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5838925401131745, 'p_op_var0': 0.4603477570095313}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.4278563957833093, 'p_op_var0': 0.6638767497592859}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.12426235]), 'param_mean': array([[-1.29392956,  1.22450119, -0.16892526]]), 'param_var': array([[ 2.98820875, -0.81708358, -2.0503798 ]]), 'gradient': array([[ 0.00242957, -0.29316966,  1.        ]])}}}, 'own_states': {'p_k': array([0.26081584, 0.73918416]), 'p_op_mean': array([-0.07682267, -0.52635979]), 'param_mean': array([[-0.12731216,  0.45913006, -0.3659988 ],        [ 0.02040653, -0.01506241, -0.40398445]]), 'param_var': array([[ 1.5541983 , -0.27045215, -1.11614025],        [ 1.59419474, -0.62225561, -1.78081418]]), 'gradient': array([[ 8.24902703e-02, -2.89161669e-01,  9.99999998e-01],        [ 2.30799102e-05,  1.22369223e-01,  9.99999998e-01]]), 'p_self': 0.2583524510507495}}",30,2
Brussels,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5270454275987757, 'p_op_var0': -0.3784283313799607, 'p_self': 0.7790016537875284}}",30,0
Amsterdam,1,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.9954488608853146, 'p_op_var0': 0.5705844159188813}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.88818919]), 'param_mean': array([[-0.11916878,  1.01954582,  1.15552205]]), 'param_var': array([[ 1.54329898, -0.91927733, -2.02529842]]), 'gradient': array([[-0.0232671 ,  0.26731923,  1.        ]]), 'p_self': 0.9012220287502072}}",30,1
Edinburgh,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.4623194353162288, 'p_op_var0': 0.012165721667306706}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.06360777243020843, 'p_op_var0': -0.22184861566446526}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.12656731]), 'param_mean': array([[-1.96120002,  0.95153065, -0.10493359]]), 'param_var': array([[ 3.24251894, -0.73886919, -2.05838604]]), 'gradient': array([[-0.01857932,  0.02163264,  1.        ]])}}}, 'own_states': {'p_k': array([0.32242481, 0.67757519]), 'p_op_mean': array([-0.98275842, -0.21590345]), 'param_mean': array([[-1.36326387,  0.33844496, -0.19109611],        [ 0.00568949,  0.0028884 , -0.09285335]]), 'param_var': array([[ 1.52643436, -0.55373393, -1.5288237 ],        [ 1.5942425 , -0.37383611, -1.47427648]]), 'gradient': array([[-2.38232153e-03,  7.91622730e-01,  9.99999997e-01],        [ 1.59979351e-04,  1.23043947e-01,  9.99999998e-01]]), 'p_self': 0.7531712295969961}}",30,2
Prague,-1,1,0,1,0,1,-1,Random Bias 0.6 Head,30,-1
Lisbon,1,0,1,0,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.3701648279767582, 'p_op_var0': 0.048265289900003956}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.18372525]), 'param_mean': array([[-1.28533187,  0.98924287, -0.57440708]]), 'param_var': array([[ 1.57282286, -0.66605216, -2.0440271 ]]), 'gradient': array([[ 0.00282636, -0.3906623 ,  1.        ]]), 'p_self': 0.6178552750552498}}",30,1
Barcelona,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,30,-1
Copenhagen,1,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.11998574685914917, 'p_op_var0': 0.03784009231850269}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.15964362]), 'param_mean': array([[-1.25421728,  0.774431  , -0.11249764]]), 'param_var': array([[ 1.5546288 , -0.55811412, -2.08993496]]), 'gradient': array([[-0.03954912,  0.04714361,  1.        ]]), 'p_self': 0.3957716870307861}}",30,1
Stockholm,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.706864684751291, 'p_op_var0': -0.3805775603525889, 'p_self': 0.8410449241100704}}",30,0
Vienna,1,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.9980468024113373, 'p_op_var0': 0.5973908136376364}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.04369173]), 'param_mean': array([[0.15488435, 0.31744951, 0.49448573]]), 'param_var': array([[ 1.42300756, -1.08090463, -2.04898261]]), 'gradient': array([[-0.06022712,  0.53815055,  1.        ]]), 'p_self': 0.47155868887651736}}",30,1
Budapest,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.18677619269718482, 'p_op_var0': -0.3747964555320785, 'p_self': 0.38852584768028775}}",30,0
London,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5244731068160551, 'p_op_var0': -0.3929066444793377, 'p_self': 0.22172324084114858}}",30,0
Berlin,-2,0,1,1,1,1,-1,WSLS,30,-2
Oxford,2,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5786794262335302, 'p_op_var0': 0.4936914581316712}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.553637622115186, 'p_op_var0': -0.581538413033374}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.11794019]), 'param_mean': array([[-2.84555595,  0.68753789,  0.13078212]]), 'param_var': array([[ 3.38111122, -0.57953876, -2.10905908]]), 'gradient': array([[-0.00631364,  0.24870987,  1.        ]])}}}, 'own_states': {'p_k': array([0.40048669, 0.59951331]), 'p_op_mean': array([ 0.25805913, -0.30509233]), 'param_mean': array([[-0.0653296 ,  0.28853212, -0.07994894],        [ 0.00948468, -0.13308256, -0.17416478]]), 'param_var': array([[ 1.55238665, -0.42303915, -1.23458132],        [ 1.62137382, -0.30374613, -1.76986257]]), 'gradient': array([[ 1.03856167e-01, -3.37991170e-01,  9.99999998e-01],        [ 3.82622506e-05,  1.30921006e-01,  9.99999998e-01]]), 'p_self': 0.5541359523604265}}",31,2
Hamburg,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.19861541022455453, 'p_op_var0': 0.7892552913161422}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.7473993596855381, 'p_op_var0': -0.4424725257199754}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.22327749]), 'param_mean': array([[-2.82277253,  0.46922043, -0.18278822]]), 'param_var': array([[ 3.38315234, -0.97691429, -2.11067091]]), 'gradient': array([[-0.0209707 , -0.40604541,  1.        ]])}}}, 'own_states': {'p_k': array([0.14844002, 0.85155998]), 'p_op_mean': array([-0.3835306 , -0.69494528]), 'param_mean': array([[-0.27473262,  0.46474966, -0.4765629 ],        [ 0.00408439,  0.11444501, -0.88665429]]), 'param_var': array([[ 1.59940082, -0.25689475, -0.90985222],        [ 1.62134845, -0.44335005, -1.88609479]]), 'gradient': array([[-2.07526181e-01, -9.30276441e-02,  9.99999998e-01],        [ 7.05489778e-06, -1.91699427e-01,  9.99999997e-01]]), 'p_self': 0.8378304808192764}}",31,2
Paris,0,1,0,0,0,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.12442356862360304, 'p_op_var0': -0.3657201659265829, 'p_self': 0.4250118688850437}}",31,0
Florence,-1,1,0,0,0,-1,1,Random Bias 0.6 Head,31,-1
Milan,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.3605424025271697, 'p_op_var0': -0.383219257033127, 'p_self': 0.7048802241627738}}",31,0
Dublin,-2,1,0,1,0,1,-1,WSLS,31,-2
Cannes,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.11163684742695106, 'p_op_var0': -0.3802108688632183, 'p_self': 0.4325101288921953}}",31,0
Madrid,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,31,-1
Oslo,-1,0,1,0,1,-1,1,Random Bias 0.6 Head,31,-1
Istanbul,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.1558674687940433, 'p_op_var0': 0.46845767734960475}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.7456543976985297, 'p_op_var0': 0.4964852867303509}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.09387479]), 'param_mean': array([[-1.32085543,  1.29262404, -0.23513885]]), 'param_var': array([[ 3.03831854, -0.82649386, -2.08192462]]), 'gradient': array([[-8.25189698e-05, -3.28992378e-01,  9.99999998e-01]])}}}, 'own_states': {'p_k': array([0.3140498, 0.6859502]), 'p_op_mean': array([ 0.24988694, -0.42307126]), 'param_mean': array([[-0.06202394,  0.42333294, -0.31392906],        [ 0.02045689,  0.01322295, -0.33323402]]), 'param_var': array([[ 1.57980834, -0.27544145, -1.14149429],        [ 1.62130667, -0.62354183, -1.80743984]]), 'gradient': array([[ 3.61507903e-02, -5.63787813e-01,  9.99999998e-01],        [-1.03225761e-07,  8.98327474e-02,  9.99999998e-01]]), 'p_self': 0.3631253791304413}}",31,2
Brussels,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.09414676212196195, 'p_op_var0': -0.37329961652683474, 'p_self': 0.5569916286359728}}",31,0
Amsterdam,1,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.26895283705540785, 'p_op_var0': 0.5490867602678723}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([1.26652651]), 'param_mean': array([[-0.15180873,  1.05043872,  1.19296427]]), 'param_var': array([[ 1.5712683 , -0.92514564, -2.05218507]]), 'gradient': array([[ 0.07090609, -0.07355838,  1.        ]]), 'p_self': 0.951767925649955}}",31,1
Edinburgh,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.6000989895522554, 'p_op_var0': 0.06014959742631119}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.4223311568724539, 'p_op_var0': -0.29974697688056917}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.18159692]), 'param_mean': array([[-2.22336359,  0.95702332, -0.03916042]]), 'param_var': array([[ 3.27878409, -0.73892485, -2.08967876]]), 'gradient': array([[-0.01004574,  0.14242937,  1.        ]])}}}, 'own_states': {'p_k': array([0.22502358, 0.77497642]), 'p_op_mean': array([-0.48691788, -0.16877987]), 'param_mean': array([[-1.36511171e+00,  4.11772596e-01, -1.55938802e-01],        [ 6.03688935e-03,  3.91507090e-02,  1.27275135e-03]]), 'param_var': array([[ 1.55541859, -0.56966925, -1.53844474],        [ 1.62135313, -0.37582912, -1.51718623]]), 'gradient': array([[8.42828609e-02, 3.30962530e-01, 9.99999998e-01],        [9.36655267e-05, 1.70044123e-01, 9.99999998e-01]]), 'p_self': 0.6497598288304399}}",31,2
Prague,-1,1,0,0,0,-1,1,Random Bias 0.6 Head,31,-1
Lisbon,1,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5002899069524288, 'p_op_var0': 0.08698449098814245}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.48936309]), 'param_mean': array([[-1.2916934 ,  1.0786605 , -0.63139873]]), 'param_var': array([[ 1.60050261, -0.68530229, -2.07562736]]), 'gradient': array([[-0.04430435, -0.14202798,  1.        ]]), 'p_self': 0.7812019293199571}}",31,1
Barcelona,-1,0,1,1,1,1,-1,Random Bias 0.6 Head,31,-1
Copenhagen,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.3991472125696867, 'p_op_var0': -0.020642441953681027}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.10668774]), 'param_mean': array([[-1.35796534,  0.78899075, -0.04771436]]), 'param_var': array([[ 1.58092972, -0.55843003, -2.12019992]]), 'gradient': array([[ 0.02658901, -0.15439438,  1.        ]]), 'p_self': 0.570244882497741}}",31,1
Stockholm,0,1,0,1,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.24259439390664822, 'p_op_var0': -0.3663748910288531, 'p_self': 0.6428185536702209}}",31,0
Vienna,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.4203863170255649, 'p_op_var0': 0.6633401850059587}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.6874152]), 'param_mean': array([[0.28061173, 0.23028952, 0.43342631]]), 'param_var': array([[ 1.45122491, -1.10516132, -2.08067614]]), 'gradient': array([[ 0.20601493, -0.25397619,  1.        ]]), 'p_self': 0.8465263027546972}}",31,1
Budapest,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.4966632051816715, 'p_op_var0': -0.38065789925856597, 'p_self': 0.23327733428448086}}",31,0
London,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.09639812468084931, 'p_op_var0': -0.38354928212491385, 'p_self': 0.4416008679925998}}",31,0
Berlin,-2,0,1,0,0,1,-1,WSLS,31,-2
Oxford,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.4826032330303236, 'p_op_var0': 0.50457310102124}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.7522489182821495, 'p_op_var0': -0.6086048808204503}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.27985235]), 'param_mean': array([[-2.7552298 ,  0.62254368,  0.0753557 ]]), 'param_var': array([[ 3.41456874, -0.58813401, -2.13884385]]), 'gradient': array([[-0.00534352,  0.35519029,  1.        ]])}}}, 'own_states': {'p_k': array([0.471586, 0.528414]), 'p_op_mean': array([-0.31795936, -0.4220401 ]), 'param_mean': array([[ 0.03774545,  0.24341738, -0.02209851],        [ 0.00954515, -0.10373674, -0.1234572 ]]), 'param_var': array([[ 1.57458228, -0.43167888, -1.26776262],        [ 1.6477683 , -0.30537767, -1.79161331]]), 'gradient': array([[-1.39499534e-01,  2.95846051e-01,  9.99999998e-01],        [-1.48854229e-05,  2.98567975e-01,  9.99999998e-01]]), 'p_self': 0.7212982679943647}}",32,2
Hamburg,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.9565429329254104, 'p_op_var0': 0.5202103004235978}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.3418229476964752, 'p_op_var0': -0.5147399014337981}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.07522382]), 'param_mean': array([[-3.10578281,  0.40231122, -0.13050876]]), 'param_var': array([[ 3.41336155, -0.9921237 , -2.14014696]]), 'gradient': array([[-0.01463427, -0.20572229,  1.        ]])}}}, 'own_states': {'p_k': array([0.17512144, 0.82487856]), 'p_op_mean': array([ 0.02104802, -0.73546231]), 'param_mean': array([[-0.38363987,  0.45725803, -0.43533479],        [ 0.00410456,  0.04702908, -0.80545795]]), 'param_var': array([[ 1.61717197, -0.25717724, -0.92670213],        [ 1.6477436 , -0.44766204, -1.91349991]]), 'gradient': array([[ 3.46179842e-02, -4.56359990e-01,  9.99999998e-01],        [ 1.25068399e-04, -6.99921456e-02,  9.99999997e-01]]), 'p_self': 0.8222468696504661}}",32,2
Paris,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.4466573581613562, 'p_op_var0': -0.37518506875008834, 'p_self': 0.254863379942664}}",32,0
Florence,-1,1,0,0,0,-1,1,Random Bias 0.6 Head,32,-1
Milan,0,1,0,0,0,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.04133715551210546, 'p_op_var0': -0.38256526248238676, 'p_self': 0.47485355210697666}}",32,0
Dublin,-2,1,0,0,1,1,-1,WSLS,32,-2
Cannes,0,1,0,1,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.24742979594343917, 'p_op_var0': -0.38536147332776377, 'p_self': 0.6457378188709235}}",32,0
Madrid,-1,1,0,1,0,1,-1,Random Bias 0.6 Head,32,-1
Oslo,-1,0,1,1,0,-1,1,Random Bias 0.6 Head,32,-1
Istanbul,2,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.568708711185487, 'p_op_var0': 0.5448479787663645}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.4359014804173871, 'p_op_var0': 0.43070720362535864}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.21021822]), 'param_mean': array([[-1.31990986,  1.3671006 , -0.29843913]]), 'param_var': array([[ 3.08606592, -0.83823907, -2.11255462]]), 'gradient': array([[-0.03099705, -0.08821488,  1.        ]])}}}, 'own_states': {'p_k': array([0.25271517, 0.74728483]), 'p_op_mean': array([ 0.31808131, -0.17596068]), 'param_mean': array([[-0.08763745,  0.48324367, -0.35841222],        [ 0.02045705, -0.00100822, -0.38037845]]), 'param_var': array([[ 1.60690227, -0.29034118, -1.16116347],        [ 1.64770291, -0.62431458, -1.83633894]]), 'gradient': array([[ 9.52263114e-03, -6.76459698e-01,  9.99999998e-01],        [-3.27893557e-05, -2.04407547e-01,  9.99999998e-01]]), 'p_self': 0.46250952650277555}}",32,2
Brussels,0,1,0,0,0,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.2636091386614606, 'p_op_var0': -0.3807230227901587, 'p_self': 0.3454789113188075}}",32,0
Amsterdam,1,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.6430100368599004, 'p_op_var0': 0.47552959758030966}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([1.04429702]), 'param_mean': array([[-0.07500139,  1.04402931,  1.22059638]]), 'param_var': array([[ 1.59474253, -0.92551352, -2.07397794]]), 'gradient': array([[-0.04400271,  0.17629015,  1.        ]]), 'p_self': 0.9275631563451976}}",32,1
Edinburgh,2,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.058412109969802194, 'p_op_var0': 0.019678973737319208}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.6976706049932405, 'p_op_var0': -0.36330612271369456}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.19739965]), 'param_mean': array([[-2.37416852,  0.99402844,  0.02629663]]), 'param_var': array([[ 3.31530425, -0.7413244 , -2.1198957 ]]), 'gradient': array([[-0.00575094,  0.2236851 ,  1.        ]])}}}, 'own_states': {'p_k': array([0.19417173, 0.80582827]), 'p_op_mean': array([-0.0980137 , -0.08229377]), 'param_mean': array([[-1.31580133,  0.43422628, -0.13036723],        [ 0.00624946,  0.08995934,  0.09305635]]), 'param_var': array([[ 1.58200439, -0.57250177, -1.54822547],        [ 1.64774814, -0.37979313, -1.56012313]]), 'gradient': array([[ 5.56998061e-02, -3.23519138e-02,  9.99999998e-01],        [ 2.84539216e-05,  1.75341360e-01,  9.99999998e-01]]), 'p_self': 0.5554713627684144}}",32,2
Prague,-1,1,0,0,0,-1,1,Random Bias 0.6 Head,32,-1
Lisbon,1,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.8958398586847971, 'p_op_var0': 0.04677925431282315}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.43667924]), 'param_mean': array([[-1.20617699,  1.10579647, -0.67771639]]), 'param_var': array([[ 1.62509472, -0.6876945 , -2.10476263]]), 'gradient': array([[ 0.01083282, -0.24102383,  1.        ]]), 'p_self': 0.757454062301313}}",32,1
Barcelona,-1,0,1,1,0,-1,1,Random Bias 0.6 Head,32,-1
